diff_booking_to_cancel,original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
-1,45.89,179,38,0,2,427,92,2,548,26
-1,612.66,173,24,0,4,51,91,2,200,29
-1,177.72,190,69,0,2,706,56,1,531,29
-1,190.71,234,4,0,2,637,44,2,139,19
7,46.54,261,12,0,2,646,40,2,528,26
-1,399.82,185,3,0,2,62,40,2,268,29
-1,78.44,138,105,0,2,859,18,2,548,4
-1,87.79,221,4,0,2,478,18,2,287,26
-1,862.15,210,5,0,2,753,99,2,273,29
119,592.92,138,126,0,2,487,3,1,586,29
-1,135.11,241,32,0,3,455,12,2,454,19
-1,254.94,232,6,0,4,464,56,2,548,29
0,114.25,271,1,0,2,136,37,2,519,19
-1,369.6,112,85,0,2,42,99,2,409,19
-1,51.54,192,5,0,2,693,39,2,587,19
-1,1098.16,199,44,0,2,175,86,1,554,19
-1,215.7,167,34,0,2,546,37,1,345,19
-1,69.7,182,2,0,2,164,40,2,274,29
-1,237.58,256,11,0,2,541,82,2,544,29
-1,126.24,254,2,0,2,50,95,2,614,5
46,211.86,75,112,0,2,572,74,1,273,29
-1,724.54,143,57,0,2,230,91,2,168,29
27,198.06,177,27,0,2,243,74,1,273,19
-1,122.84,226,0,0,2,753,99,2,273,29
-1,164.28,209,6,0,2,230,92,2,168,29
4,293.36,205,4,0,2,773,86,2,415,19
-1,108.75,226,17,0,1,546,86,2,345,19
9,187.58,99,158,0,2,403,91,2,260,19
-1,111.47,258,5,0,1,124,93,2,182,26
-1,209.34,208,2,0,2,243,86,2,273,16
-1,882.36,128,58,0,6,44,39,2,614,19
-1,221.46,77,112,0,2,487,91,2,586,29
110,150.02,240,364,0,2,87,40,1,120,19
-1,41.91,269,2,0,2,822,86,2,298,5
-1,115.94,217,2,0,2,51,67,2,200,29
-1,193.59,194,26,0,2,753,16,2,273,5
-1,55.3,186,1,0,2,50,81,2,614,19
-1,33.87,257,3,0,2,427,40,2,548,29
-1,83.34,194,2,0,2,490,82,2,617,19
57,155.34,138,84,0,4,741,37,1,168,29
-1,68.32,226,21,0,2,264,86,2,492,19
-1,91.26,267,5,0,2,641,44,1,454,29
-1,34.46,198,1,0,2,49,40,2,115,16
-1,54.01,222,1,0,1,286,44,2,176,5
-1,370.67,139,52,0,1,706,74,1,531,29
-1,343.23,157,93,0,5,70,86,2,141,19
-1,201.84,153,52,0,2,230,91,2,168,29
-1,56.54,255,3,0,1,438,44,2,334,26
-1,1267.2,116,105,0,2,315,99,2,181,29
-1,248.34,197,64,0,2,281,91,1,276,16
-1,118.67,224,9,0,2,42,56,2,409,29
14,47.06,171,24,0,2,304,39,1,512,29
-1,75.14,243,16,0,2,120,86,2,591,29
-1,72.75,203,15,0,2,513,99,2,359,29
-1,95.58,224,6,0,2,151,99,2,296,29
-1,47.51,196,3,0,2,312,92,2,267,19
-1,297.94,205,0,0,2,572,91,2,273,29
47,335.62,104,108,0,4,445,92,2,173,29
-1,438.57,238,11,0,2,67,37,2,178,29
45,102.36,165,45,0,2,321,44,1,58,29
-1,323.79,135,89,0,2,614,37,2,616,27
-1,61.78,264,1,0,2,703,92,2,45,19
-1,264.25,254,15,0,6,188,18,2,319,4
-1,118.08,240,13,0,2,654,40,2,508,29
6,142.59,252,21,0,1,621,86,1,539,29
-1,709.53,219,54,0,3,190,74,2,351,19
-1,98.87,165,28,0,2,774,99,1,614,29
-1,98.0,224,11,0,2,464,44,2,548,29
-1,114.2,229,1,0,4,621,91,2,539,29
-1,94.72,202,1,0,2,50,86,2,614,29
-1,49.65,226,3,0,1,487,99,2,586,29
-1,21.8,231,2,0,4,709,56,2,87,19
115,399.93,69,123,0,6,854,91,1,357,29
18,140.17,217,21,0,1,62,86,2,268,19
47,995.0,215,8,0,2,300,19,2,51,29
-1,77.4,255,8,0,1,277,39,2,406,29
6,288.42,243,11,0,2,761,86,2,393,29
-1,1007.92,182,20,0,2,661,99,2,179,29
26,661.62,205,26,0,2,627,95,2,567,19
-1,153.64,183,2,0,1,773,3,2,415,29
-1,72.93,210,1,0,2,544,92,2,132,29
41,812.91,78,107,0,2,879,91,2,579,29
-1,48.03,209,1,0,2,87,40,2,120,29
-1,77.21,188,1,0,1,784,97,2,544,29
5,116.82,212,21,0,2,782,44,2,338,26
-1,256.58,244,8,0,2,397,99,2,51,29
10,67.78,234,10,0,2,285,32,2,614,29
-1,158.09,230,8,0,2,582,92,2,548,29
-1,36.18,203,8,0,1,546,86,2,345,27
-1,326.4,164,36,0,8,353,92,1,563,29
32,108.36,198,32,0,2,756,18,2,52,29
-1,378.83,178,73,0,2,387,37,1,334,29
-1,32.38,202,1,0,2,27,40,2,295,29
-1,193.05,253,10,0,2,147,18,1,13,29
35,795.03,201,36,0,1,597,36,2,331,29
-1,68.96,177,9,0,1,321,91,1,58,29
25,3486.72,208,25,0,6,322,86,2,492,19
-1,183.43,272,0,0,2,436,81,2,492,5
-1,47.99,252,7,0,1,469,44,2,536,26
-1,128.31,228,3,0,2,42,82,2,409,19
-1,1313.72,106,139,0,2,645,3,2,540,19
7,508.44,157,50,0,2,628,37,1,214,29
45,109.87,193,56,0,2,10,86,2,531,5
-1,60.61,222,2,0,2,125,32,2,24,22
-1,131.06,134,76,0,3,762,98,1,97,29
-1,16.99,210,1,0,2,584,92,2,356,19
4,13.99,186,4,0,2,709,56,2,87,26
-1,151.97,176,25,0,2,51,86,2,200,19
7,378.12,245,7,0,2,741,92,2,168,29
22,128.6,201,70,0,1,592,86,1,482,29
-1,172.62,178,60,0,2,478,86,2,287,19
33,454.2,162,35,0,2,851,44,1,463,29
-1,49.31,116,123,0,2,572,40,2,273,29
-1,228.47,179,8,0,2,685,56,2,136,29
295,997.7,309,302,0,2,815,99,2,79,5
-1,549.84,97,95,0,2,851,18,2,463,4
-1,143.01,213,3,0,1,827,4,2,3,22
-1,9.42,237,1,0,2,709,56,2,87,29
-1,23.38,272,1,0,2,709,56,2,87,10
-1,470.44,189,9,0,4,200,81,2,619,19
-1,322.0,42,181,0,8,143,28,2,421,29
19,653.82,192,21,0,4,879,86,1,579,29
-1,173.48,159,33,0,1,230,86,2,168,29
10,188.84,204,10,0,2,741,37,1,168,5
-1,774.36,212,12,0,2,829,102,2,506,29
-1,396.54,189,15,0,2,413,92,2,404,29
-1,63.96,235,6,0,1,885,44,1,535,29
12,206.71,172,23,0,2,410,86,1,386,29
-1,679.66,183,12,0,4,859,92,2,548,16
-1,125.2,143,128,0,1,626,3,2,197,29
-1,242.05,265,6,0,2,324,18,2,548,29
-1,2446.0,178,37,0,7,188,91,2,319,29
12,47.95,185,12,0,2,690,86,1,167,19
14,47.06,172,23,0,2,304,39,1,512,29
93,343.46,130,108,0,2,402,44,1,268,29
-1,942.99,252,7,0,4,447,91,1,96,29
-1,927.24,163,25,0,2,572,99,2,273,29
-1,207.08,188,17,0,4,50,95,1,614,19
-1,408.68,177,6,0,2,772,82,2,548,29
10,500.35,199,10,0,2,790,44,2,614,19
-1,801.46,191,8,0,2,51,86,2,200,29
-1,104.88,260,2,0,1,774,99,2,614,29
-1,27.77,179,10,0,2,398,40,2,549,19
-1,97.29,265,3,0,2,756,37,2,52,29
-1,138.43,249,7,0,2,872,86,1,535,29
-1,921.84,213,25,0,4,572,86,2,273,19
31,525.0,166,31,0,2,51,18,2,200,30
-1,109.52,143,53,0,2,397,56,2,51,29
-1,382.41,198,36,0,3,231,86,2,618,19
-1,370.9,215,4,0,2,281,56,2,276,5
27,152.19,177,37,0,1,262,44,1,543,5
74,403.78,177,74,0,3,879,18,1,579,29
-1,17.82,243,2,0,2,502,40,2,518,3
4,98.49,234,5,0,2,886,99,2,24,29
69,208.94,197,70,0,1,697,86,1,27,19
104,1021.14,127,108,0,5,188,91,2,319,16
-1,78.17,226,7,0,2,640,56,2,293,19
-1,133.99,184,3,0,1,815,95,2,79,29
8,474.84,231,32,0,2,696,86,1,44,5
-1,494.85,240,20,0,1,741,37,1,168,29
49,403.93,189,49,0,3,794,39,1,288,29
118,847.5,145,126,0,2,10,37,2,531,29
-1,147.58,146,81,0,2,741,44,1,168,19
-1,260.72,217,5,0,2,804,44,1,614,19
-1,195.58,266,4,0,1,886,28,2,24,19
-1,409.94,202,42,0,2,323,16,1,454,19
-1,82.77,175,47,0,2,210,82,2,422,29
-1,73.59,188,1,0,2,226,40,2,613,29
-1,49.38,239,18,0,2,676,40,1,55,29
10,576.0,245,25,0,2,50,18,2,614,19
-1,915.91,228,11,0,2,93,91,2,234,5
-1,62.74,217,1,0,1,886,28,2,24,29
-1,46.14,223,1,0,2,528,40,2,549,29
23,170.01,211,24,0,1,691,86,2,547,29
-1,622.1,153,55,0,2,851,99,1,463,29
-1,329.77,133,57,0,2,334,18,2,433,4
1,242.5,232,2,0,2,399,4,2,359,29
-1,455.06,221,2,0,2,727,18,2,79,26
56,715.06,171,56,0,2,243,37,1,273,19
11,21.64,228,12,0,1,469,86,2,536,19
-1,126.52,192,2,0,2,49,40,2,115,19
-1,622.6,112,80,0,6,356,91,1,124,29
-1,129.5,229,38,0,3,884,56,2,2,26
1,40.39,236,1,0,2,427,18,2,548,26
22,238.95,184,24,0,2,188,86,1,319,19
9,184.72,152,39,0,1,243,86,1,273,29
-1,200.22,205,13,0,2,790,86,2,614,19
-1,489.6,155,75,0,4,268,86,2,436,29
-1,78.98,231,5,0,2,827,32,2,3,22
-1,400.05,225,39,0,2,465,41,2,51,29
-1,73.16,233,14,0,2,756,37,2,52,29
-1,825.96,117,80,0,3,283,92,2,543,29
-1,153.29,202,15,0,2,630,86,2,47,19
18,437.06,211,20,0,1,52,18,1,531,29
-1,11.35,238,1,0,2,709,56,2,87,29
-1,16.86,214,2,0,2,288,40,2,419,15
-1,165.93,207,51,0,1,859,99,2,548,29
-1,40.94,202,1,0,2,528,91,2,549,29
31,186.51,230,31,0,2,443,82,2,92,29
-1,92.53,161,67,0,3,723,86,2,559,19
-1,1042.17,61,145,0,3,243,18,1,273,29
-1,333.16,255,14,0,2,169,86,2,51,29
-1,654.12,143,59,0,2,508,91,2,69,29
-1,148.11,238,0,0,2,753,99,2,273,29
21,78.32,252,21,0,2,603,95,1,298,29
-1,80.36,204,27,0,2,244,82,2,294,29
-1,160.13,220,4,0,2,464,82,2,548,19
9,339.98,273,0,0,8,753,99,2,273,29
-1,90.24,238,5,0,2,113,3,2,375,29
-1,163.2,189,32,0,2,188,98,2,319,29
-1,149.07,197,2,0,2,578,99,2,10,29
2,234.29,193,3,0,2,300,92,2,51,5
-1,165.78,200,3,0,4,412,56,2,336,29
-1,278.4,102,171,0,1,741,86,2,168,19
-1,132.03,210,19,0,2,630,86,2,47,29
-1,139.88,236,1,0,2,227,95,2,492,19
-1,465.36,60,143,0,3,572,82,2,273,29
-1,254.2,259,8,0,2,697,91,2,27,16
-1,567.84,150,86,0,2,38,98,2,352,29
-1,48.4,184,36,0,2,356,44,2,124,29
-1,342.02,191,21,0,2,365,16,2,425,19
11,247.86,231,15,0,1,578,99,2,10,29
-1,101.15,219,18,0,2,859,86,2,548,5
-1,192.57,247,5,0,2,889,40,2,51,19
4,25.84,256,1,0,2,724,74,2,310,26
-1,14.26,235,2,0,2,623,82,2,478,19
-1,116.04,214,13,0,2,146,86,2,596,19
8,441.41,115,85,0,2,182,91,2,353,19
-1,318.91,250,16,0,2,169,91,2,51,29
-1,90.56,234,21,0,2,508,86,2,69,19
-1,249.05,208,3,0,2,475,18,2,504,4
121,488.83,139,121,0,1,572,44,2,273,5
-1,47.48,227,1,0,2,276,70,2,325,29
-1,67.44,179,9,0,2,427,82,2,548,19
-1,51.24,258,1,0,2,75,37,2,570,29
2,69.03,180,3,0,2,709,56,2,87,29
35,830.31,177,35,0,2,300,42,2,51,5
155,6069.54,62,155,0,12,182,54,1,353,29
36,288.88,205,38,0,2,387,86,1,334,29
-1,27.52,247,2,0,2,427,40,2,548,29
-1,69.77,199,1,0,1,188,44,2,319,29
-1,171.93,145,57,0,2,141,74,2,492,19
-1,47.71,216,1,0,2,163,40,2,237,29
-1,80.04,184,5,0,2,886,90,2,24,29
-1,138.19,201,29,0,2,339,82,2,212,5
-1,484.08,179,29,0,2,832,95,2,270,19
-1,476.67,94,100,0,2,741,91,1,168,29
-1,369.0,241,4,0,4,717,99,2,503,19
6,31.82,247,7,0,2,577,86,1,508,29
111,641.57,91,121,0,2,188,37,1,319,29
25,528.69,171,41,0,2,691,74,2,547,29
2,92.77,265,2,0,2,491,28,2,24,29
21,493.84,150,63,0,3,835,91,1,352,29
133,315.25,88,133,0,2,188,91,1,319,29
28,488.06,174,82,0,2,51,18,1,200,29
-1,91.6,221,2,0,2,886,28,2,24,29
-1,164.23,194,1,0,2,202,56,2,434,19
-1,101.33,250,2,0,2,774,74,2,614,29
51,1189.52,215,57,0,2,464,14,2,548,29
-1,34.9,223,1,0,2,603,37,2,298,19
-1,248.24,223,9,0,4,773,86,2,415,19
-1,66.56,247,1,0,2,572,32,2,273,19
12,451.86,76,136,0,4,872,86,1,535,29
-1,118.72,183,1,0,2,8,97,2,220,29
-1,1258.46,159,88,0,5,829,86,2,506,27
-1,183.78,200,20,0,3,515,86,2,79,29
-1,451.82,230,2,0,2,869,28,2,24,19
-1,79.49,240,12,0,1,277,67,2,406,29
42,422.55,218,44,0,2,462,91,1,543,29
-1,78.66,104,79,0,2,328,37,2,123,29
149,629.3,89,149,0,2,761,37,2,393,29
18,510.52,204,25,0,4,51,95,1,200,19
-1,96.85,230,19,0,2,188,92,2,319,5
-1,90.01,242,6,0,1,859,67,2,548,29
39,391.52,222,40,0,2,321,91,1,58,29
-1,119.9,191,26,0,4,726,86,2,92,29
-1,109.24,236,4,0,2,551,82,2,164,29
38,39.18,164,51,0,2,583,91,1,445,29
-1,172.24,205,28,0,4,681,56,2,118,19
-1,84.92,172,17,0,4,788,91,2,146,29
-1,451.88,133,101,0,2,634,67,2,72,19
-1,171.95,166,34,0,2,728,56,2,76,19
-1,565.04,222,11,0,2,93,86,2,234,27
1,189.0,213,0,0,2,379,18,2,492,29
-1,85.09,190,62,0,2,375,40,2,92,29
96,423.67,88,131,0,2,51,91,2,200,29
70,186.16,121,87,0,1,128,37,2,249,19
-1,676.53,226,5,0,3,62,86,2,268,29
16,84.53,243,16,0,2,197,74,2,491,26
-1,87.05,184,7,0,2,631,3,2,472,29
-1,195.61,197,28,0,2,804,98,2,499,22
-1,361.54,267,2,0,2,406,98,2,128,29
113,263.43,129,128,0,2,827,28,1,3,19
-1,109.72,213,44,0,1,320,56,2,548,19
-1,564.72,176,20,0,2,322,86,2,492,29
-1,362.67,213,44,0,6,320,56,2,548,19
-1,8.41,255,1,0,2,709,56,2,87,29
-1,35.68,272,1,0,1,230,44,2,168,29
-1,65.9,206,21,0,1,572,43,1,273,29
323,365.55,245,324,0,2,741,37,1,168,29
-1,70.48,258,12,0,1,871,44,1,16,16
14,349.03,225,15,0,2,114,16,1,407,5
-1,283.89,64,160,0,6,871,91,2,16,19
-1,126.54,179,16,0,2,155,95,2,213,29
-1,91.59,264,0,0,2,886,28,2,24,19
-1,97.13,222,2,0,2,859,32,2,548,22
-1,60.82,248,2,0,2,50,86,2,614,29
89,170.72,111,89,0,3,410,91,1,386,19
-1,437.29,199,16,0,3,93,86,2,234,19
-1,203.88,111,100,0,2,226,98,1,613,29
11,347.85,226,22,0,2,138,92,2,51,29
-1,118.69,216,1,0,1,459,85,2,448,19
-1,317.55,184,13,0,2,431,86,2,334,29
-1,143.39,207,7,0,2,572,37,1,273,29
-1,66.31,120,85,0,2,356,70,1,124,29
-1,79.64,163,35,0,2,427,95,2,548,29
-1,129.82,158,35,0,2,495,3,2,441,29
6,150.06,232,27,0,2,879,37,2,579,19
-1,65.65,194,4,0,2,762,98,2,97,19
-1,263.48,175,14,0,2,328,18,2,123,26
-1,205.8,118,85,0,2,859,37,2,548,29
-1,56.78,250,11,0,2,124,91,1,182,19
-1,65.97,207,5,0,1,403,92,1,260,26
-1,71.14,212,52,0,2,544,92,2,132,29
93,532.02,107,93,0,2,32,37,1,148,29
0,11.38,229,1,0,2,709,78,2,87,29
-1,488.03,264,5,0,1,859,18,2,548,29
-1,129.44,241,4,0,2,152,95,2,614,29
-1,139.91,231,7,0,2,42,74,2,409,5
56,125.19,191,56,0,4,871,86,2,16,5
19,608.3,199,19,0,3,308,95,2,565,19
11,256.2,261,12,0,2,764,92,2,51,29
-1,2609.4,61,126,0,6,62,18,2,268,4
-1,64.73,169,50,0,2,230,74,2,168,19
-1,92.73,178,10,0,3,427,86,2,548,27
-1,731.44,205,6,0,2,829,63,2,506,29
-1,40.14,243,1,0,1,546,86,2,345,29
-1,831.79,37,152,0,2,93,91,1,234,29
-1,196.72,183,13,0,3,437,54,2,570,29
-1,115.91,183,3,0,2,804,16,2,499,19
-1,23.57,193,3,0,1,709,56,2,87,29
96,444.37,85,103,0,2,188,18,1,319,29
27,1041.74,206,59,0,1,392,4,1,94,19
13,824.84,98,130,0,2,90,4,1,154,19
-1,453.6,158,26,0,2,815,37,2,79,5
-1,57.36,210,1,0,1,412,56,2,336,29
79,374.6,123,85,0,2,239,82,2,427,29
-1,269.87,163,47,0,2,385,28,2,573,29
-1,84.53,190,16,0,2,148,54,2,72,29
6,197.91,229,6,0,4,51,95,2,200,4
-1,54.82,243,10,0,3,502,95,2,518,2
4,89.18,211,5,0,1,784,42,2,544,19
-1,175.6,134,119,0,2,455,44,2,454,29
-1,52.95,230,3,0,2,437,91,2,570,29
-1,76.82,243,5,0,2,542,40,2,79,29
19,149.0,197,0,0,2,227,99,2,492,29
-1,117.02,253,20,0,2,281,86,1,276,29
-1,22.79,183,6,0,2,545,92,2,261,17
-1,286.24,243,3,0,2,308,86,2,565,29
7,445.43,191,15,0,2,268,40,1,436,29
-1,110.71,201,15,0,2,42,56,2,409,29
-1,310.44,153,72,0,1,322,42,2,492,22
-1,1264.2,258,7,0,6,320,81,2,548,29
-1,101.05,239,1,0,2,490,82,2,617,19
-1,291.33,248,4,0,2,147,91,2,13,29
-1,15.04,261,1,0,2,502,40,2,518,15
176,2011.06,95,176,0,5,402,86,1,268,29
-1,441.89,246,5,0,4,50,40,2,614,29
-1,209.19,177,80,0,2,529,37,2,577,27
-1,3672.0,363,198,0,6,749,86,2,397,5
-1,59.43,184,38,0,2,470,95,2,104,29
-1,67.36,238,31,0,2,854,91,1,357,19
-1,456.56,241,22,0,1,711,44,1,397,29
-1,197.21,220,18,0,1,188,86,1,319,19
-1,192.94,262,5,0,2,859,86,2,548,29
39,589.03,192,52,0,2,475,82,1,504,29
-1,315.91,264,2,0,2,740,99,2,614,29
-1,8.93,258,1,0,2,709,56,2,87,29
-1,182.42,135,70,0,2,872,86,2,535,26
-1,790.6,172,17,0,2,525,99,2,411,19
54,449.9,149,54,0,2,426,86,2,391,29
174,281.7,45,176,0,2,487,91,1,586,19
-1,422.08,60,212,0,2,490,56,1,617,29
-1,121.38,207,45,0,2,753,37,2,273,19
-1,319.92,204,26,0,2,51,18,2,200,4
7,177.25,190,7,0,2,4,44,1,509,29
-1,90.56,182,4,0,2,251,40,2,525,19
-1,363.54,204,3,0,2,581,3,2,470,29
-1,162.46,207,3,0,2,845,85,2,324,29
90,343.04,119,90,0,4,854,91,1,357,29
5,19.72,243,5,0,1,854,44,2,357,16
-1,226.85,198,11,0,1,572,99,1,273,29
6,216.25,158,30,0,2,430,86,1,575,19
-1,94.87,237,1,0,2,435,85,2,51,29
-1,1370.79,215,16,0,2,688,18,1,14,29
-1,452.35,244,25,0,2,874,44,2,205,5
-1,270.6,144,63,0,4,705,3,2,317,19
-1,110.43,199,4,0,2,251,40,2,525,29
-1,158.57,183,1,0,2,815,86,2,79,19
-1,76.92,189,4,0,2,107,99,2,549,5
-1,540.02,96,133,0,2,610,98,2,231,29
50,110.77,186,53,0,2,869,39,2,24,26
-1,33.65,207,23,0,2,243,56,2,273,10
7,462.82,228,33,0,2,51,18,2,200,30
23,381.84,215,36,0,2,827,47,2,3,29
-1,591.05,182,3,0,2,85,18,2,96,29
-1,69.92,214,22,0,2,307,99,2,11,19
-1,300.24,159,41,0,2,51,37,2,200,29
-1,197.31,188,66,0,2,52,18,2,531,4
13,171.98,192,17,0,2,430,86,1,575,5
-1,193.04,238,4,0,2,50,40,2,614,29
-1,57.47,203,13,0,2,427,86,2,548,19
-1,95.92,244,0,0,2,790,16,2,614,29
-1,179.98,191,1,0,2,322,56,2,492,29
73,866.13,140,118,0,2,761,3,2,393,29
-1,47.76,241,3,0,2,180,80,2,298,29
19,652.66,178,23,0,3,759,81,1,359,29
-1,381.54,266,7,0,2,427,3,2,548,19
-1,64.41,210,35,0,2,427,86,2,548,29
10,626.08,178,13,0,2,753,3,2,273,19
-1,49.21,244,5,0,2,859,40,2,548,29
26,217.49,121,131,0,2,308,42,1,565,29
-1,162.16,177,15,0,2,879,82,1,579,5
61,261.71,164,61,0,2,544,92,2,132,29
2,37.83,253,2,0,2,164,40,2,274,26
-1,150.5,231,18,0,2,336,98,2,492,5
11,201.95,210,59,0,2,124,91,1,182,16
-1,129.32,255,0,0,3,753,99,2,273,19
-1,363.84,264,3,0,2,718,82,2,51,5
25,150.02,239,364,0,2,87,40,1,120,19
-1,27.23,188,2,0,2,778,74,2,304,19
-1,138.27,236,11,0,2,78,18,2,110,4
-1,62.31,193,1,0,2,50,86,2,614,29
12,340.94,224,13,0,2,43,81,1,135,29
-1,88.16,214,1,0,2,42,82,2,409,29
-1,116.48,119,141,0,1,871,18,2,16,4
-1,147.6,197,2,0,2,889,92,2,51,19
-1,84.21,189,2,0,1,487,86,2,586,29
-1,1347.24,194,20,0,3,875,40,2,79,19
2,252.92,205,2,0,2,776,92,2,359,17
28,930.03,163,28,0,2,706,18,2,531,4
10,109.98,145,44,0,2,804,99,2,614,29
131,423.67,88,131,0,2,51,91,1,200,29
-1,181.16,185,29,0,1,403,91,1,260,29
-1,230.07,133,97,0,2,308,37,1,565,29
-1,40.45,207,21,0,2,886,86,2,24,29
33,459.73,147,38,0,2,85,18,1,96,29
-1,28.79,242,1,0,2,604,92,2,187,29
-1,127.39,240,5,0,2,460,37,2,582,29
-1,322.96,164,52,0,2,874,86,2,205,19
14,128.71,230,14,0,2,51,86,1,200,16
-1,271.08,95,93,0,2,815,91,1,79,29
-1,282.21,196,10,0,2,52,91,1,531,16
5,432.57,119,138,0,2,322,86,2,492,19
43,198.87,186,50,0,2,276,99,1,325,29
-1,45.38,244,4,0,2,460,37,2,582,29
-1,749.71,189,58,0,2,462,92,2,543,19
2,9.47,238,2,0,2,709,40,2,87,2
-1,769.44,160,25,0,2,26,42,1,600,19
-1,328.74,210,62,0,2,35,3,2,515,22
-1,113.2,219,24,0,2,479,86,2,23,29
-1,118.06,194,1,0,2,572,44,2,273,29
-1,504.92,178,42,0,2,206,95,2,605,29
-1,9.17,265,1,0,2,709,56,2,87,19
-1,369.96,186,7,0,2,798,95,2,611,19
-1,352.4,220,16,0,2,10,74,2,531,19
-1,212.62,183,10,0,2,582,92,2,548,29
-1,266.07,215,7,0,2,741,92,2,168,19
-1,76.9,185,0,0,2,804,99,2,614,29
13,88.52,188,16,0,3,427,91,2,548,19
39,278.86,212,42,0,2,322,72,2,492,29
-1,121.51,113,148,0,2,872,37,2,535,29
-1,363.66,234,3,0,2,590,91,2,330,19
-1,178.5,180,3,0,6,534,89,2,132,29
-1,9.12,233,1,0,1,709,56,2,87,29
-1,679.21,105,130,0,2,621,99,2,539,5
-1,63.48,202,5,0,1,502,74,2,518,19
-1,3375.5,183,35,0,6,53,81,2,434,29
135,677.18,53,137,0,2,741,74,1,168,29
-1,13.59,209,1,0,2,709,56,2,87,19
30,738.2,196,30,0,2,230,97,2,168,29
-1,79.64,207,4,0,2,203,3,2,72,19
11,102.33,249,11,0,2,608,95,2,434,29
-1,232.4,218,13,0,4,427,40,2,548,29
42,210.01,231,42,0,2,741,44,1,168,5
-1,112.16,229,8,0,2,872,86,2,535,29
-1,72.97,261,1,0,2,478,37,2,287,29
100,285.15,118,100,0,6,427,98,1,548,19
-1,161.89,102,156,0,2,52,18,2,531,29
-1,430.53,203,20,0,2,578,91,2,10,19
8,1197.0,244,10,0,2,474,40,2,284,29
16,57.65,251,16,0,2,110,95,2,598,19
-1,217.92,212,25,0,2,399,91,2,359,19
17,664.8,147,73,0,2,320,86,2,548,29
-1,17.91,231,1,0,2,584,92,2,356,29
-1,941.11,217,0,0,2,874,99,2,548,5
37,323.55,209,39,0,2,410,91,1,386,19
48,132.15,103,81,0,2,56,86,1,110,29
-1,7.33,190,1,0,2,502,40,2,518,3
45,106.66,159,47,0,2,430,37,1,575,29
4,215.82,226,6,0,2,706,86,2,531,29
-1,280.64,213,10,0,3,4,91,2,509,29
23,648.2,174,62,0,4,164,56,1,274,19
19,3814.4,158,25,0,10,767,74,1,137,29
10,57.27,243,10,0,4,502,95,2,518,2
6,539.2,244,11,0,3,872,86,2,535,27
-1,101.1,136,64,0,2,50,37,2,614,19
103,692.06,135,103,0,2,508,37,1,69,29
15,232.06,231,15,0,2,714,86,2,597,16
-1,64.92,143,109,0,2,50,16,2,614,19
-1,143.74,195,4,0,4,576,54,2,82,19
20,181.06,188,22,0,2,859,86,1,548,5
-1,57.51,202,3,0,2,243,92,2,273,26
-1,124.74,230,4,0,2,762,98,2,97,29
-1,357.08,227,9,0,4,88,67,2,227,5
13,136.11,230,14,0,2,51,86,1,200,16
7,153.61,240,12,0,3,546,86,1,345,19
11,386.12,191,14,0,2,741,99,2,168,29
18,264.69,196,25,0,1,243,18,1,273,29
131,668.4,101,151,0,2,861,13,1,100,19
-1,464.92,189,7,0,2,753,3,2,273,22
-1,1059.0,156,72,0,5,322,91,2,492,19
17,170.48,312,242,0,2,697,91,1,27,19
-1,184.89,117,143,0,2,447,56,2,96,29
-1,431.45,174,17,0,3,486,37,2,294,19
-1,234.86,155,61,0,2,464,40,2,548,29
-1,288.84,91,95,0,6,498,91,2,254,29
6,176.64,253,7,0,2,762,98,1,97,29
-1,89.78,203,3,0,2,328,37,2,123,6
29,484.08,179,29,0,2,832,95,1,270,19
-1,336.59,228,29,0,3,761,95,1,393,29
-1,88.39,186,2,0,2,753,95,2,273,19
-1,69.83,133,79,0,1,567,32,2,564,29
10,418.6,221,10,0,2,308,82,2,565,19
-1,117.79,221,1,0,2,753,99,2,273,29
-1,157.3,201,1,0,4,427,92,2,548,29
-1,38.86,194,4,0,1,709,92,2,87,29
-1,317.93,181,21,0,2,281,44,1,276,19
-1,59.52,262,10,0,1,546,44,1,345,29
154,990.83,69,163,0,2,178,44,1,176,16
57,448.49,145,58,0,3,446,37,2,574,19
15,150.3,253,15,0,2,603,82,1,298,29
83,704.36,24,188,0,1,427,86,1,548,29
-1,65.15,209,19,0,2,312,92,2,267,29
66,182.67,156,85,0,1,286,18,2,176,29
-1,346.75,191,19,0,1,885,3,2,535,29
-1,364.56,250,15,0,2,726,44,2,92,29
-1,150.92,230,23,0,2,319,91,2,524,19
-1,550.76,186,11,0,2,328,18,2,123,27
53,127.98,189,53,0,2,879,82,1,579,29
-1,122.64,221,7,0,1,689,86,2,405,19
-1,807.22,186,36,0,4,572,37,2,273,29
-1,1251.97,81,184,0,2,749,86,2,397,5
-1,81.18,175,32,0,2,758,44,2,517,29
-1,304.62,201,25,0,1,281,37,1,276,19
-1,114.52,204,40,0,2,758,44,1,517,19
-1,55.19,107,126,0,2,621,9,2,539,19
92,2261.3,20,197,0,10,308,54,1,565,29
-1,1703.56,242,26,0,4,322,86,2,492,5
-1,133.17,180,62,0,2,51,91,1,200,29
26,118.98,199,64,0,2,490,95,1,617,19
-1,83.62,188,1,0,4,504,99,2,454,19
